sample,start_time,bpm,slowdown_time,slowdown_ratio,stop_time,amplitude,pan,predelay,radius,duration,colour
/home/alex/midi/32_ticky_things/samples/M Bongo Tone2.wav,97.1667264538376,122.235663166479,314.698752414161,1.0799746835443,399.47472293507,0.09409071667544,0.627251264241245,28.812770955356,13,0.066077097505669,chocolate
/home/alex/midi/32_ticky_things/samples/Snare1 [Brush] -SC88.wav,81.9029532084049,76.731204903179,342.408424748409,1.05636875792861,406.608527575552,0.02,0.374421015708595,4.54228906983805,16,0.162244897959184,violet
/home/alex/midi/32_ticky_things/samples/Quinto Slap.wav,105.002050869768,147.950660411157,326.363982853601,1.05919081013953,406.062575437254,0.113338497267908,0.85,13.5403105164316,13,0.176734693877551,tan1
/home/alex/midi/32_ticky_things/samples/Chinese Cymbal.wav,68.4629741046006,20.8542158236167,319.333311424026,1.06896052690194,402.594092735567,0.056373136211489,0.303392871677487,61.4832437566871,25,2.19086167800454,seagreen4
/home/alex/midi/32_ticky_things/samples/BongShort1.wav,47.7709541035448,136.935615278456,346.138227716438,1.07872916687377,404.536843242255,0.108829182428087,0.698497414980536,30.4653012294344,13,0.215374149659864,steelblue3
/home/alex/midi/32_ticky_things/samples/Bangzi11.wav,160.982021772468,44.7102406852985,293.454377325153,1.04704416243189,400.246952329261,0.100815732687238,0.15,8.94695846998736,19,0.387823129251701,goldenrod
/home/alex/midi/32_ticky_things/samples/Surdo Open1.wav,0,20.7205123038425,305.445530833084,1.05070532370148,401.146632858647,0.045828653114318,0.666508748266601,7.18042097815869,25,1.2,salmon1
/home/alex/midi/32_ticky_things/samples/BigBassInd3_Left.wav,30.0153040913554,20.2475719865745,309.418709785136,1.07536514190272,408.571250591691,0.046844534007158,0.585968175717414,51.0677068302872,26,1.03,blueviolet
/home/alex/midi/32_ticky_things/samples/Timbale Rim..wav,87.8233273219992,87.5896453136561,313.442146543921,1.07401936944571,408.955157237235,0.067485276274874,0.246888528247148,34.7333843651087,15,0.264104308390023,royalblue1
/home/alex/midi/32_ticky_things/samples/Snare Med.wav,140.032221760037,77.7090186610297,297.958512940067,1.04927322404165,405.110418869305,0.02,0.45034271090969,36.9233488705296,16,0.655351473922902,gainsboro
/home/alex/midi/32_ticky_things/samples/Rosewood Claves.wav,74.962845488561,109.291429098888,339.850273632518,1.04828668235584,396.096415983384,0.047,0.330444137046633,3,14,0.053287981859411,red
/home/alex/midi/32_ticky_things/samples/c-1.wav,93.5639974023836,5.89215295533027,321.290060414673,1.04357767047986,402.284596550452,0.2,0.641941349102224,45.3808039296488,43,7.5,darkseagreen2
/home/alex/midi/32_ticky_things/samples/Wood Block.wav,121.799620633632,115.814900153739,311.821239614301,1.06494624933046,407.108544372967,0.14813793974561,0.737687507012788,47.0358864588268,14,0.207074829931973,springgreen3
/home/alex/midi/32_ticky_things/samples/SLAP.wav,169.545586112618,45.6145667832255,328.113571798677,1.06371478366941,410,0.11901570258362,0.602393659753485,58.707937742644,19,0.132607709750567,antiquewhite3
/home/alex/midi/32_ticky_things/samples/Closed Slap.wav,65.0737652778422,76.0686619512483,292.368807362568,1.06298268034323,400.675659381801,0.101712024297022,0.806017195999845,25.0072970206205,16,0.068185941043084,azure2
/home/alex/midi/32_ticky_things/samples/LOG X.wav,135.079795343411,143.353683176271,322.711436374089,1.05421305194895,401.790370005114,0.05,0.290365611249542,49.2081503726036,13,0.270181405895692,magenta2
/home/alex/midi/32_ticky_things/samples/Noise Slap1.wav,110.445484202468,42,290,1.042,405.649408126265,0.03,0.405199065227299,17.1502374768114,13,0.208684807256236,darkslategray1
/home/alex/midi/32_ticky_things/samples/Kick1 -TR808 [TR808].wav,41.9243050859771,101.010203293033,324.590909831796,1.0458688416765,409.508020915141,0.02,0.22244632167499,43.5999781047118,14,0.163424036281179,cadetblue3
/home/alex/midi/32_ticky_things/samples/Low Tumba.wav,15.8697533744751,106.240371914521,301.474623999816,1.05170378200682,396.992444160598,0.032,0.532793072545798,65,14,0.108820861678005,mediumorchid1
/home/alex/midi/32_ticky_things/samples/Cowbell.wav,51.82651892627,36.2012910363678,338.396314783719,1.05332841249385,398.438602862085,0.04,0.202151244880359,20.5039767486665,20,0.118979591836735,seagreen2
/home/alex/midi/32_ticky_things/samples/Conga High Open.wav,150.335159779379,137.006088562622,336.765967542088,1.07138867740646,408.179231051575,0.047177537069032,0.392207992373804,23.046666661086,13,0.224081632653061,rosybrown
